
code	|	name	|	preferred name	|	lineage
2+	|	cabbage moth	|	Plutella xylostella	|	51655 51654 51653 37582 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2+	|	cabbage moth	|	Mamestra brassicae	|	55057 55056 95244 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	tobacco hornworm	|	Manduca sexta	|	7130 7129 523164 82616 7128 37569 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	mango	|	Mangifera indica	|	29780 23461 4011 41937 91836 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	cassava	|	Manihot esculenta	|	3983 3982 235883 235631 3977 3646 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	meadow brown	|	Maniola jurtina	|	191418 111950 111919 150883 127320 42282 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Marasmarcha lunaedactyla	|	 	|	1594453 1594452 186112 186111 104493 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	fairy-ring mushroom	|	Marasmius oreades	|	181124 34448 654128 5338 452333 155619 5302 5204 451864 4751 33154 2759 131567 
2	|	yellow-bellied marmot	|	Marmota flaviventris	|	93162 9992 337730 337726 55153 33553 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	spiny starfish	|	Marthasterias glacialis	|	7609 7608 7600 7599 41242 7588 7587 133551 7586 33511 33213 6072 33208 33154 2759 131567 
2	|	zig-zag eel	|	Mastacembelus armatus	|	205130 94234 94233 129920 43697 1489892 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	southern multimammate mouse	|	Mastomys coucha	|	35658 30639 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	yellowpond turtle	|	Mauremys mutica	|	74926 74925 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Reeves's turtle	|	Mauremys reevesii	|	260615 74925 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	zebra mbuna	|	Maylandia zebra	|	106582 57445 143623 319058 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	barrel medic	|	Medicago truncatula	|	3880 3877 163742 2233839 2233838 2231382 2231393 3814 3803 72025 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	Indo-Pacific tarpon	|	Megalops cyprinoides	|	118141 7931 7930 7925 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	marbled white	|	Melanargia galathea	|	111923 111922 150884 127320 42282 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Melanostoma mellinum	|	 	|	653684 92597 224219 43838 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Boeseman's rainbowfish	|	Melanotaenia boesemani	|	1250792 32459 30700 8075 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	turkey	|	Meleagris gallopavo	|	9103 9102 466552 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Melinaea marsaeus rileyi	|	 	|	331333 331299 64444 344711 42315 127218 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Melinaea menophilus n. ssp. AW-2005	|	 	|	331302 304554 64444 344711 42315 127218 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Glanville fritillary	|	Melitaea cinxia	|	113334 104514 171580 171578 40040 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Mellicta athalia	|	 	|	113330 596672 171580 171578 40040 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	budgerigar	|	Melopsittacus undulatus	|	13146 13145 1545690 9223 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Membranipora membranacea	|	 	|	95170 95169 192924 193206 193205 10207 10206 10205 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	northern quahog	|	Mercenaria mercenaria	|	6596 6595 6592 74489 6580 2908833 2785015 735337 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	carmine bee-eater	|	Merops nubicus	|	57421 57420 57386 8936 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	golden hamster	|	Mesocricetus auratus	|	10036 10035 10026 337677 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Mesoligia furuncula	|	 	|	997551 997550 572922 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Metschnikowia reukaufii	|	 	|	27327 27320 27319 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	Microcaecilia unicolor	|	 	|	1415580 264009 1277737 8445 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	gray mouse lemur	|	Microcebus murinus	|	30608 13149 30615 376915 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	gray short-tailed opossum	|	Monodelphis domestica	|	13616 13615 126287 9265 38605 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	pharaoh ant	|	Monomorium pharaonis	|	307658 55077 144017 34695 36668 2153479 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2+	|	swamp eel	|	Monopterus albus	|	43700 43699 43698 129918 43697 1489892 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	swamp eel	|	Ophichthys cuchia	|	2793285 2793284 43698 129918 43697 1489892 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	swamp eel	|	Ophichthys fossorius	|	2793286 2793284 43698 129918 43697 1489892 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Monoraphidium neglectum	|	 	|	145388 34111 35466 35491 2812636 3166 2692248 3041 33090 2759 131567 
1	|	Monosiga brevicollis MX1	|	 	|	431895 81824 81525 81529 1924738 28009 33154 2759 131567 
1	|	Motacilla alba alba	|	 	|	1094192 45807 45806 36256 175121 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Ryukyu mouse	|	Mus caroli	|	10089 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	house mouse	|	Mus musculus	|	10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	southeastern Asian house mouse	|	Mus musculus castaneus	|	10091 10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	western European house mouse	|	Mus musculus domesticus	|	10092 10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	eastern European house mouse	|	Mus musculus musculus	|	39442 10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	western wild mouse	|	Mus spretus	|	10096 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	ermine	|	Mustela erminea	|	36723 9665 169418 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	domestic ferret	|	Mustela putorius furo	|	9669 9668 9665 169418 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Mythimna ferrago	|	 	|	997540 103830 95244 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Mythimna impura	|	 	|	987985 103830 95244 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Nannochloropsis gaditana	|	 	|	72520 5748 425072 425074 5747 2696291 33634 2698737 2759 131567 
2	|	Upper Galilee mountains blind mole rat	|	Nannospalax galili	|	1026970 30636 10061 337664 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Nanorana parkeri	|	 	|	125878 120497 1191378 685122 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Nemoura dubitans	|	 	|	2014036 62803 143773 62802 70405 50622 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Nemurella pictetii	|	 	|	143722 143721 143773 62802 70405 50622 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Neodiprion fabricii	|	 	|	2872261 270857 410274 52632 85772 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	American mink	|	Neogale vison	|	452646 2902005 169418 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	lyretail cichlid	|	Neolamprologus brichardi	|	32507 32506 319069 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Hawaiian monk seal	|	Neomonachus schauinslandi	|	29088 1907176 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Yangtze finless porpoise	|	Neophocaena asiaeorientalis asiaeorientalis	|	1706337 189058 34891 9740 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	gray squirrel	|	Neosciurus carolinensis	|	30640 2895726 337752 9991 55153 33553 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Nettapus auritus	|	 	|	658922 45640 2068731 8830 8826 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Neurospora crassa OR74A	|	 	|	367110 5141 5140 5148 5139 222544 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	common tobacco	|	Nicotiana tabacum	|	4097 4085 424562 424554 4070 4069 91888 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	brown planthopper	|	Nilaparvata lugens	|	108931 108930 130551 33362 36151 33361 1955247 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	crested ibis	|	Nipponia nippon	|	128390 128389 33574 9205 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Noctua fimbriata	|	 	|	753202 214276 2555566 95179 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Noctua janthe	|	 	|	987995 214276 2555566 95179 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	large yellow underwing	|	Noctua pronuba	|	214277 214276 2555566 95179 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Nomada fabriciana	|	 	|	601510 95295 95294 78169 7458 34735 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	northern white-cheeked gibbon	|	Nomascus leucogenys	|	61853 325165 9577 314295 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	turquoise killifish	|	Nothobranchius furzeri	|	105023 28779 405002 45443 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Notocelia uddmanniana	|	 	|	1594315 581513 581385 81687 7139 37568 104430 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Notodonta dromedarius	|	 	|	753204 214280 319765 37571 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Notodonta ziczac	|	 	|	988002 214280 319765 37571 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	New Zealand spotty	|	Notolabrus celidotus	|	1203425 98381 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	black rockcod	|	Notothenia coriiceps	|	8208 8207 8206 8205 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	black rockcod	|	Epinephelus daemelii	|	327944 94231 1505891 274794 30871 1489943 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	helmeted guineafowl	|	Numida meleagris	|	8996 8995 8990 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Nyctibius grandis	|	 	|	48427 48424 48423 8902 2607030 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Nymphaea colorata	|	 	|	210225 4418 4410 261007 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	European peacock	|	Nymphalis io	|	171585 111880 76218 171576 40040 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	blackleg tortoiseshell	|	Nymphalis polychloros	|	171594 442324 76218 171576 40040 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	small tortoiseshell	|	Nymphalis urticae	|	111881 111880 76218 171576 40040 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Ochlodes sylvanus	|	 	|	876063 218743 2839394 40096 40093 40092 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	American pika	|	Ochotona princeps	|	9978 9977 9976 9975 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Ochropleura plecta	|	 	|	320037 214282 2555566 95179 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	degu	|	Octodon degus	|	10160 10159 10158 33550 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	East Asian common octopus	|	Octopus sinensis	|	2607531 6643 6647 6646 6638 215451 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1	|	Ocypus olens	|	 	|	662956 290671 295648 82886 351514 29026 75543 41085 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Pacific walrus	|	Odobenus rosmarus divergens	|	9708 9707 9706 9705 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Odocoileus virginianus texanus	|	 	|	9880 9874 9871 9881 9850 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Omphaloscelis lunosa	|	 	|	2492375 2492374 572922 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	pink salmon	|	Oncorhynchus gorbuscha	|	8017 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	chum salmon	|	Oncorhynchus keta	|	8018 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	coho salmon	|	Oncorhynchus kisutch	|	8019 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	rainbow trout	|	Oncorhynchus mykiss	|	8022 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	sockeye salmon	|	Oncorhynchus nerka	|	8023 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Chinook salmon	|	Oncorhynchus tshawytscha	|	74940 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	clonal raider ant	|	Ooceraea biroi	|	2015173 2015172 213859 36668 2153479 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Ophiostoma novo-ulmi subsp. novo-ulmi H327	|	 	|	1224258 170179 42373 5159 5152 5151 222544 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	killer whale	|	Orcinus orca	|	9733 9732 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	blue tilapia	|	Oreochromis aureus	|	47969 8139 1315725 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Nile tilapia	|	Oreochromis niloticus	|	8128 8139 1315725 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	rusty tussock moth	|	Orgyia antiqua	|	335469 33413 27548 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2+	|	platypus	|	Ornithorhynchus anatinus	|	9258 9257 9256 9255 9254 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1+	|	platypus	|	Platypus	|	122836 122835 7042 71529 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Orycteropus afer afer	|	 	|	1230840 9818 9817 9816 9815 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	rabbit	|	Oryctolagus cuniculus	|	9986 9984 9979 9975 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Japanese rice	|	Oryza sativa Japonica Group	|	39947 4530 4527 1648021 147380 147367 359160 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	Japanese medaka	|	Oryzias latipes	|	8090 8089 8088 47757 28781 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Indian medaka	|	Oryzias melastigma	|	30732 8089 8088 47757 28781 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Ostreococcus tauri	|	 	|	70448 70447 1525212 13792 1035538 3041 33090 2759 131567 
2	|	sheep	|	Ovis aries	|	9940 9935 9963 9895 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	ruddy duck	|	Oxyura jamaicensis	|	8884 8883 2068716 8830 8826 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Paecilomyces variotii	|	 	|	264951 33202 1131624 5042 451871 147545 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Pammene fasciana	|	 	|	1101027 581588 581387 81687 7139 37568 104430 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	pygmy chimpanzee	|	Pan paniscus	|	9597 9596 207598 9604 314295 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	chimpanzee	|	Pan troglodytes	|	9598 9596 207598 9604 314295 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	striped catfish	|	Pangasianodon hypophthalmus	|	310915 30992 7999 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	lion	|	Panthera leo	|	9689 9688 338153 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	leopard	|	Panthera pardus	|	9691 9688 338153 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	tiger	|	Panthera tigris	|	9694 9688 338153 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
